"","y","x1","x2","x3","x4","x5","x6"
"10056",0,1,5399,60,836,602,64
"10057",1,1,4426,22,355,624,78
"10058",0,1,5921,76,770,715,81
"10059",0,1,5888,67,115,846,16
"10060",1,0,5973,77,161,592,96
"10061",1,1,5023,72,286,811,74
"10062",1,0,3792,41,453,694,83
"10063",0,0,5608,66,364,689,55
"10064",1,1,6946,79,625,769,15
"10065",1,0,2963,79,331,515,45
"10066",1,1,8430,73,126,747,64
"10067",1,1,8084,65,782,719,70
"10068",0,0,4692,34,168,608,78
"10069",0,0,4219,55,477,741,47
"10070",1,1,1097,61,598,532,86
"10071",0,0,5110,35,547,760,43
"10072",1,1,3239,47,481,557,45
"10073",1,0,4001,71,476,595,44
"10074",1,0,2989,79,545,630,57
"10075",1,0,5147,77,403,627,71
"10076",0,0,6061,61,761,723,93
"10077",1,0,4445,48,433,818,36
"10078",0,0,5915,77,471,629,86
"10079",1,0,2068,64,115,740,5
"10080",0,1,3130,32,193,717,53
"10081",1,1,4302,47,814,597,18
"10082",0,1,3717,27,578,574,76
"10083",0,1,7426,41,834,815,44
"10084",0,1,5515,42,243,790,82
"10085",1,1,4446,34,170,824,46
"10086",1,0,6084,35,597,811,5
"10087",1,1,7768,45,742,551,16
"10088",0,1,2176,60,667,770,21
"10089",1,0,7506,37,458,508,97
"10090",0,0,4090,79,461,818,72
"10091",0,0,6997,53,676,679,66
"10092",1,1,2903,62,765,608,49
"10093",0,1,1154,61,824,685,9
"10094",1,0,8325,64,145,649,96
"10095",0,0,4235,30,280,519,24
"10096",1,1,4959,77,178,572,58
"10097",1,0,8417,65,606,820,96
"10098",0,0,1666,23,700,633,92
"10099",0,0,1935,63,168,793,79
"10100",0,0,7732,44,260,519,29
"10101",0,1,1487,75,817,759,43
"10102",1,1,7130,73,347,600,48
"10103",0,0,5607,32,348,670,76
"10104",1,1,4723,67,768,747,70
"10105",0,1,7458,66,680,843,89
"10106",1,1,3917,66,120,580,88
"10107",0,0,3134,50,500,767,30
"10108",0,1,1500,28,413,583,88
"10109",1,0,1285,57,157,808,10
"10110",1,0,5958,76,445,837,21
"10111",1,0,5692,65,228,691,68
"10112",0,1,1181,37,806,823,58
"10113",1,1,1928,53,644,753,42
"10114",1,0,7887,76,280,726,89
"10115",1,1,5229,79,489,554,56
"10116",0,0,2353,39,785,569,98
"10117",1,0,2755,59,445,693,84
"10118",1,0,1215,61,354,800,18
"10119",1,1,2617,76,798,637,87
"10120",0,0,4229,37,131,596,66
"10121",0,1,4518,57,609,772,29
"10122",1,1,6257,71,819,735,61
"10123",0,0,7262,28,783,700,81
"10124",0,1,3735,44,178,743,72
"10125",0,1,8321,24,699,822,40
"10126",0,0,6182,29,410,799,44
"10127",1,1,4279,31,663,564,19
"10128",1,0,3009,33,327,592,60
"10129",1,1,8236,48,476,605,69
"10130",0,0,5676,28,805,738,96
"10131",1,1,7923,57,303,517,84
"10132",0,0,1715,71,427,787,64
"10133",0,0,6651,32,108,545,61
"10134",0,1,6464,51,255,694,86
"10135",0,1,5133,18,669,666,83
"10136",0,0,6768,27,504,778,67
"10137",0,0,2268,18,644,836,88
"10138",1,1,5529,76,725,590,52
"10139",0,1,5665,40,770,803,87
"10140",0,1,7616,41,413,673,47
"10141",0,0,4776,64,528,552,38
"10142",1,1,1768,30,837,756,57
"10143",1,1,5622,60,437,560,72
"10144",0,1,5754,50,507,559,99
"10145",1,0,6205,56,633,610,70
"10146",0,0,1815,28,179,536,30
"10147",0,1,2708,47,594,726,8
"10148",0,1,8077,40,464,734,3
"10149",1,0,2409,70,237,798,39
"10150",1,0,4760,58,114,802,76
"10151",0,0,3602,27,519,649,36
"10152",0,1,7768,37,148,665,82
"10153",1,0,2085,21,549,537,4
"10154",0,1,6194,57,329,795,4
"10155",1,1,4429,40,342,512,74
"10156",0,1,4869,26,492,665,87
"10157",1,0,3158,44,216,544,51
"10158",1,0,1274,71,495,608,79
"10159",0,1,7007,18,509,583,61
"10160",1,1,1679,63,492,551,96
"10161",0,1,5307,40,489,504,91
"10162",1,1,4919,65,441,719,20
"10163",1,0,5151,53,181,798,43
"10164",1,1,4873,74,158,531,29
"10165",1,1,4265,23,846,712,33
"10166",0,0,2828,57,800,513,32
"10167",1,1,8341,35,797,807,63
"10168",0,0,3115,72,117,720,83
"10169",1,1,6032,63,450,543,14
"10170",1,1,6993,68,494,686,19
"10171",1,0,3163,67,740,733,27
"10172",0,0,4407,44,269,511,87
"10173",1,1,2809,59,727,678,4
"10174",0,1,3825,44,361,826,1
"10175",0,1,6733,35,332,636,16
"10176",1,0,5942,79,156,591,41
"10177",1,0,5745,71,115,796,81
"10178",0,1,8369,45,432,665,3
"10179",0,0,4397,33,558,664,11
"10180",0,0,8012,24,371,845,73
"10181",1,1,4972,75,142,580,93
"10182",0,1,3823,32,253,822,99
"10183",1,1,8288,53,236,756,28
"10184",0,0,6762,70,534,631,34
"10185",0,0,1063,66,339,725,74
"10186",1,1,5406,50,198,774,62
"10187",0,1,4261,52,784,553,76
"10188",1,1,4268,31,143,843,91
"10189",1,1,8348,62,182,696,30
"10190",0,1,8410,50,470,771,4
"10191",0,0,6407,57,485,549,2
"10192",1,1,6592,76,365,518,5
"10193",0,1,8013,53,681,669,62
"10194",1,1,5511,56,707,688,4
"10195",1,1,6114,78,621,597,27
"10196",0,0,3889,43,649,659,14
"10197",1,0,1981,35,476,671,84
"10198",0,0,6245,49,502,655,89
"10199",1,0,1445,46,514,636,65
"10200",0,0,7769,22,811,753,65
"10201",0,0,3254,62,572,534,35
"10202",1,0,3789,58,503,515,27
"10203",1,1,2096,36,298,505,49
"10204",1,1,3142,69,227,746,16
"10205",0,0,3507,23,143,767,52
"10206",0,0,8278,42,395,792,59
"10207",1,1,5382,73,646,698,76
"10208",1,1,2075,41,423,796,16
"10209",1,1,5657,55,133,512,13
"10210",0,0,7006,38,270,630,47
"10211",0,0,3370,63,630,611,82
"10212",0,1,1769,31,299,827,77
"10213",1,1,6627,79,308,650,48
"10214",0,0,5975,23,454,557,77
"10215",1,0,6444,69,581,668,39
"10216",0,1,3367,69,810,772,45
"10217",1,0,4065,60,683,761,57
"10218",1,0,1623,65,428,707,15
"10219",0,0,6518,27,544,650,49
"10220",0,0,1441,18,541,794,71
"10221",0,0,2385,28,811,758,35
"10222",1,1,5786,37,348,824,60
"10223",1,1,3235,64,780,633,94
"10224",0,1,1993,40,368,590,24
"10225",0,0,3669,61,758,804,69
"10226",0,0,5980,20,809,790,12
"10227",1,0,6399,47,182,687,8
"10228",1,0,4296,62,314,586,27
"10229",0,1,6177,32,461,522,84
"10230",1,0,5151,79,357,623,97
"10231",1,0,1523,78,422,664,40
"10232",0,1,2227,19,413,581,56
"10233",1,1,5062,69,769,736,55
"10234",0,0,8450,21,829,506,56
"10235",1,0,5303,58,798,651,14
"10236",0,0,3957,51,625,547,28
"10237",0,1,7175,57,405,623,64
"10238",1,0,6778,63,493,712,17
"10239",0,1,8439,39,568,671,52
"10240",0,0,1235,42,581,737,36
"10241",1,1,2781,68,394,830,76
"10242",0,0,8482,22,311,651,86
"10243",0,1,7206,35,195,671,55
"10244",1,0,5803,71,454,549,100
"10245",0,1,1906,54,696,692,45
"10246",0,0,4458,51,198,729,60
"10247",1,0,6916,51,415,834,65
"10248",0,0,8062,24,471,828,3
"10249",1,0,7381,55,359,568,43
"10250",0,1,7671,55,732,548,17
"10251",1,1,8303,72,129,550,26
"10252",0,0,3552,50,367,522,59
"10253",0,1,6130,32,746,589,16
"10254",0,0,5571,23,697,632,53
"10255",0,1,8283,43,613,626,24
"10256",1,1,2900,55,341,682,28
"10257",1,1,6487,37,291,509,40
"10258",1,1,1227,62,315,570,41
"10259",1,0,7041,67,180,622,61
"10260",0,1,2577,22,316,699,29
"10261",0,1,3541,42,580,787,95
"10262",1,1,3952,45,572,753,82
"10263",1,0,6102,49,472,653,59
"10264",1,0,5386,67,494,845,65
"10265",0,1,3199,37,574,636,84
"10266",0,1,1069,25,360,797,52
"10267",0,0,8433,67,545,538,4
"10268",1,1,6406,43,826,760,91
"10269",1,1,3527,38,441,721,12
"10270",0,0,3913,57,518,582,2
"10271",0,0,7506,42,688,700,60
"10272",0,0,5763,23,441,722,77
"10273",1,1,5939,23,246,717,84
"10274",0,0,3817,52,222,604,37
"10275",1,1,1245,56,597,554,19
"10276",1,0,6745,43,679,624,34
"10277",0,1,8301,37,691,615,3
"10278",0,0,5002,58,400,788,33
"10279",1,0,6436,58,605,562,83
"10280",1,1,6033,30,771,809,26
"10281",0,0,1023,60,289,572,93
"10282",0,1,5734,58,592,705,24
"10283",1,1,6732,57,725,651,11
"10284",0,0,4013,35,628,833,79
"10285",0,0,7899,24,251,761,80
"10286",0,0,1633,28,450,517,50
"10287",1,0,5976,51,465,831,95
"10288",1,0,5674,74,402,678,47
"10289",0,1,1581,23,759,759,35
"10290",1,1,8166,55,758,523,11
"10291",1,1,1786,44,654,535,50
"10292",0,0,5688,33,786,691,25
"10293",1,0,4143,76,796,593,89
"10294",1,0,3343,44,336,769,78
"10295",1,1,4477,26,786,775,70
"10296",0,0,2975,35,619,751,44
"10297",0,0,3561,60,629,686,31
"10298",0,1,5510,62,460,839,12
"10299",1,1,2798,49,506,764,71
"10300",0,0,7132,24,788,812,48
"10301",0,1,6785,23,237,613,60
"10302",0,1,8303,35,196,715,50
"10303",0,0,5624,31,370,737,39
"10304",0,0,3606,56,353,773,41
"10305",0,1,5191,24,421,660,12
"10306",0,1,1451,20,761,780,32
"10307",0,1,2481,58,714,518,96
"10308",1,1,5922,26,266,771,75
"10309",0,0,7194,23,163,650,99
"10310",1,1,6467,35,134,770,58
"10311",0,0,2737,34,526,709,50
"10312",1,1,6063,49,721,545,96
"10313",0,1,5048,66,305,682,44
"10314",1,1,5162,36,553,799,27
"10315",1,1,1923,78,299,829,86
"10316",1,0,6511,55,449,705,97
"10317",1,0,3201,80,228,652,91
"10318",1,1,5980,71,619,743,1
"10319",0,0,5879,61,300,603,32
"10320",1,0,4245,48,736,525,46
"10321",0,0,6319,75,183,764,85
"10322",1,1,1824,63,597,716,63
"10323",0,0,4301,65,161,561,13
"10324",1,1,1293,69,475,577,92
"10325",1,1,4107,40,346,819,61
"10326",1,0,1476,65,302,710,84
"10327",0,0,5100,52,124,606,27
"10328",1,0,6866,24,450,599,36
"10329",0,1,5840,30,310,602,46
"10330",0,1,2218,31,817,638,54
"10331",0,0,8273,54,620,727,87
"10332",0,0,6842,43,764,755,6
"10333",1,1,2883,47,415,520,6
"10334",1,1,6679,72,555,724,53
"10335",1,0,4770,64,476,772,51
"10336",0,0,5667,20,809,581,12
"10337",0,1,6701,54,187,791,16
"10338",0,1,1835,26,158,620,54
"10339",1,1,6967,57,270,773,37
"10340",1,1,2532,50,634,699,41
"10341",0,1,4155,38,843,810,74
"10342",0,0,1342,25,192,541,52
"10343",1,1,1450,67,195,793,17
"10344",0,0,3566,59,230,502,20
"10345",0,0,6337,70,401,636,67
"10346",0,1,7793,25,173,630,5
"10347",0,0,4363,28,198,545,74
"10348",1,0,6491,32,304,698,69
"10349",0,1,3795,76,659,837,8
"10350",0,0,3295,44,611,613,95
"10351",0,1,4934,34,374,620,26
"10352",1,1,3787,52,594,568,53
"10353",1,0,8064,36,442,544,65
"10354",0,1,1678,23,197,713,21
"10355",0,0,6404,75,338,671,69
"10356",0,1,7188,53,444,521,91
"10357",0,0,7186,73,197,601,9
"10358",1,0,7242,73,121,707,71
"10359",0,1,1650,49,159,589,23
"10360",0,0,4959,36,405,771,91
"10361",1,0,5049,60,466,672,17
"10362",1,1,7042,29,288,554,73
"10363",0,1,3452,21,250,591,80
"10364",1,1,1824,38,709,574,32
"10365",1,1,6889,77,310,780,83
"10366",0,1,8086,41,811,670,68
"10367",0,0,5178,77,558,684,46
"10368",0,0,3629,78,544,787,14
"10369",1,1,7141,50,763,513,83
"10370",1,1,1539,49,464,822,33
"10371",0,1,6215,52,144,726,65
"10372",0,1,2765,29,568,530,93
"10373",1,0,2747,79,497,748,71
"10374",0,1,4607,27,451,634,79
"10375",1,1,5129,42,166,739,91
"10376",1,0,1854,70,762,824,97
"10377",0,1,7805,22,303,837,82
"10378",0,0,4958,31,649,661,78
"10379",0,1,4111,32,500,550,65
"10380",0,1,5118,44,765,515,98
"10381",0,1,2800,30,819,535,48
"10382",0,0,7434,64,423,607,74
"10383",0,1,6319,20,571,683,18
"10384",1,0,3877,62,168,618,74
"10385",1,0,2708,71,600,572,17
"10386",1,1,1194,53,839,788,83
"10387",0,1,5608,54,530,813,30
"10388",0,0,1289,71,334,542,84
"10389",1,1,1066,78,253,541,94
"10390",1,0,1608,68,509,760,83
"10391",0,0,7645,45,453,832,48
"10392",1,1,4290,22,129,562,66
"10393",1,0,5183,78,313,814,50
"10394",1,0,1602,65,193,729,41
"10395",0,1,3304,22,430,606,80
"10396",1,1,3595,48,720,550,33
"10397",0,1,5653,70,694,721,80
"10398",0,0,6575,72,784,619,36
"10399",1,0,5963,40,341,601,60
"10400",0,0,2049,54,753,614,57
"10401",0,1,5426,18,291,750,74
"10402",0,1,3085,50,725,501,12
"10403",1,1,7518,57,601,570,71
"10404",1,0,3344,19,802,546,86
"10405",1,0,2247,70,267,743,93
"10406",1,0,5511,40,162,533,8
"10407",1,1,5551,59,681,806,99
"10408",1,1,4751,34,810,746,76
"10409",1,1,1134,26,430,547,3
"10410",1,1,3588,54,691,728,97
"10411",1,1,3531,60,532,793,79
"10412",1,0,1350,61,290,770,81
"10413",1,0,8402,43,842,532,23
"10414",0,1,7007,44,284,821,73
"10415",0,1,3553,38,149,730,79
"10416",1,1,5042,45,178,602,30
"10417",0,0,4883,23,784,689,8
"10418",0,0,2676,33,125,815,82
"10419",1,0,1979,61,270,617,80
"10420",0,1,3710,22,221,521,43
"10421",0,0,6890,71,696,654,30
"10422",0,0,1452,51,817,620,64
"10423",0,1,4546,44,410,511,8
"10424",1,0,2627,50,273,622,20
"10425",1,0,4772,45,297,793,84
"10426",0,1,6979,50,150,516,72
"10427",1,0,4915,51,732,674,94
"10428",1,0,7114,72,215,723,4
"10429",1,1,5732,52,205,618,30
"10430",1,0,7610,72,703,845,94
"10431",1,0,6338,74,692,661,75
"10432",0,0,7264,76,618,823,79
"10433",1,0,1677,60,449,588,61
"10434",0,1,2322,58,692,686,23
"10435",0,1,5408,53,357,764,37
"10436",0,0,4633,52,828,800,81
"10437",0,0,8382,26,620,664,44
"10438",0,0,4551,64,737,781,62
"10439",1,1,5013,40,622,566,40
"10440",0,0,8229,52,244,604,67
"10441",0,1,1823,44,791,678,78
"10442",1,0,3531,59,110,713,48
"10443",1,1,1099,66,609,615,67
"10444",0,0,3938,27,585,834,75
"10445",1,0,1115,61,499,812,98
"10446",0,1,1447,59,254,571,96
"10447",0,0,5732,50,447,515,85
"10448",0,0,2231,26,740,578,21
"10449",0,0,5384,39,591,611,62
"10450",0,1,5961,65,648,770,34
"10451",0,0,4329,66,424,763,8
"10452",0,0,4645,32,331,726,78
"10453",1,0,6901,57,423,762,70
"10454",0,1,1306,47,717,723,66
"10455",0,1,8438,27,215,616,74
"10456",1,1,6752,35,181,608,7
"10457",0,0,5482,31,846,594,48
"10458",1,1,1128,39,780,847,58
"10459",0,0,7820,34,536,725,16
"10460",1,1,7945,77,697,580,90
"10461",1,0,2576,47,826,789,70
"10462",0,1,3887,65,544,773,8
"10463",1,0,1253,44,372,554,43
"10464",0,1,2740,23,153,509,93
"10465",0,0,1319,22,568,518,19
"10466",0,0,1985,36,767,616,90
"10467",1,0,4759,72,767,681,30
"10468",1,1,6752,66,270,613,72
"10469",1,1,6455,76,563,559,28
"10470",1,0,4087,71,744,550,11
"10471",1,0,1049,79,555,651,10
"10472",0,0,5658,65,441,613,22
"10473",1,1,2728,77,170,563,90
"10474",0,1,1133,55,755,640,98
"10475",0,1,8325,22,617,676,82
"10476",0,0,3277,20,563,761,95
"10477",0,1,5056,27,794,610,57
"10478",0,0,1603,50,698,582,61
"10479",0,0,5362,21,793,517,12
"10480",0,0,8210,31,504,557,20
"10481",1,1,2057,60,592,805,73
"10482",1,1,7131,60,585,664,75
"10483",0,1,1037,58,193,792,95
"10484",1,0,5345,66,616,575,17
"10485",0,1,3182,50,191,701,6
"10486",1,1,1964,30,243,676,22
"10487",1,0,6108,48,509,523,9
"10488",0,0,7905,38,588,602,17
"10489",0,0,7743,27,353,573,87
"10490",1,1,1844,75,347,579,6
"10491",1,1,7624,53,551,772,48
"10492",0,1,3512,28,162,793,59
"10493",1,0,4147,62,207,722,39
"10494",1,0,2567,43,358,721,13
"10495",0,1,3174,69,105,801,91
"10496",0,0,7937,59,597,705,64
"10497",1,0,7489,70,594,661,42
"10498",0,0,2525,24,473,757,43
"10499",1,0,7826,49,793,697,91
"10500",0,0,8415,33,587,667,39
"10501",0,1,6453,42,551,669,15
"10502",0,0,7518,29,782,666,73
"10503",0,0,2253,33,492,697,7
"10504",0,0,2664,34,577,698,15
"10505",0,0,4255,39,524,640,7
"10506",1,0,8392,68,320,538,79
"10507",1,0,5809,75,184,560,38
"10508",1,0,5403,64,796,761,43
"10509",1,0,1615,51,800,825,47
"10510",1,1,1901,51,650,724,48
"10511",1,1,4151,47,380,812,69
"10512",1,0,6450,65,560,758,99
"10513",1,1,2748,67,449,614,4
"10514",0,0,2385,18,841,684,5
"10515",0,1,4956,75,323,801,41
"10516",0,1,8026,34,261,750,71
"10517",1,1,3893,34,419,738,50
"10518",0,1,5847,27,761,681,96
"10519",0,0,4180,65,700,568,46
"10520",1,1,3708,40,457,619,31
"10521",1,1,7269,36,699,849,45
"10522",0,0,6759,33,380,532,2
"10523",1,0,1480,57,642,682,15
"10524",1,0,4056,52,521,700,50
"10525",0,1,6234,27,803,757,80
"10526",1,1,1378,28,573,797,19
"10527",1,1,3330,47,161,677,26
"10528",0,1,3269,62,635,776,47
"10529",1,1,3719,34,471,606,88
"10530",1,1,6225,39,662,824,80
"10531",0,0,7860,21,539,662,76
"10532",1,1,4189,73,838,590,18
"10533",1,1,2024,55,312,623,18
"10534",1,0,6994,71,397,556,8
"10535",1,0,6972,79,248,541,57
"10536",0,1,6948,21,483,567,15
"10537",1,0,1509,39,717,740,96
"10538",1,1,5618,78,519,605,11
"10539",0,1,5380,37,302,587,34
"10540",0,1,6528,59,546,527,71
"10541",0,1,2740,31,326,552,62
"10542",0,0,1513,22,311,797,63
"10543",1,0,4857,63,809,712,87
"10544",1,1,7478,51,809,704,62
"10545",1,1,7609,77,381,697,59
"10546",0,0,3087,48,231,633,3
"10547",1,1,8364,50,686,537,44
"10548",0,0,1167,33,530,590,68
"10549",1,1,6841,51,630,799,37
"10550",1,1,5175,35,841,655,57
"10551",0,0,1816,78,111,759,42
"10552",1,1,1773,59,594,629,52
"10553",0,0,1730,36,515,603,45
"10554",0,0,3610,19,793,785,13
"10555",0,1,4168,34,710,521,21
"10556",1,1,4738,41,674,634,38
"10557",0,1,6258,68,188,631,8
"10558",0,1,5214,40,592,694,63
"10559",0,0,2513,39,785,503,45
"10560",1,1,1501,43,791,712,98
"10561",1,0,3928,77,377,681,46
"10562",0,1,5701,62,821,834,61
"10563",0,1,5576,47,732,837,82
"10564",0,1,5479,18,230,816,1
"10565",1,1,7334,33,731,637,33
"10566",1,1,8058,51,231,541,32
"10567",1,1,1674,56,709,545,20
"10568",0,1,1404,49,644,506,79
"10569",0,0,5204,75,660,715,67
"10570",1,1,6781,63,571,666,96
"10571",1,1,1865,59,168,624,51
"10572",0,0,8313,50,484,717,3
"10573",0,1,5056,58,657,632,93
"10574",0,0,4967,45,806,544,49
"10575",1,0,4448,67,746,651,77
"10576",0,1,4897,37,193,648,84
"10577",1,1,3898,62,398,507,73
"10578",0,1,3991,67,343,644,42
"10579",1,1,2864,46,210,550,18
"10580",1,1,3656,50,204,692,91
"10581",0,0,6355,29,617,735,86
"10582",1,0,4092,46,783,632,91
"10583",1,0,2350,40,435,529,77
"10584",1,1,6621,39,407,525,4
"10585",0,1,6579,46,166,737,76
"10586",1,1,2221,55,833,756,22
"10587",0,1,4182,55,821,774,46
"10588",1,0,2501,41,749,660,53
"10589",0,0,4261,33,336,775,60
"10590",0,0,1583,25,842,542,85
"10591",1,0,6811,56,744,564,39
"10592",1,1,6250,26,207,611,62
"10593",1,1,6061,24,111,608,82
"10594",0,0,3389,76,166,511,50
"10595",1,1,6353,70,714,502,20
"10596",0,0,1753,62,314,692,70
"10597",0,0,3137,47,801,568,51
"10598",1,1,7853,58,480,774,41
"10599",1,1,5497,27,446,761,58
"10600",1,0,5131,77,621,797,15
"10601",1,1,6022,80,303,649,60
"10602",0,1,5452,40,330,670,2
"10603",0,0,8055,77,696,813,11
"10604",0,1,5984,22,348,508,77
"10605",1,0,2726,78,750,550,26
"10606",0,1,1901,19,691,548,89
"10607",1,0,7610,68,402,801,86
"10608",0,0,1941,30,312,626,89
"10609",0,1,3197,57,143,653,80
"10610",1,1,6086,31,643,597,83
"10611",0,0,5311,24,713,771,3
"10612",1,1,7207,19,668,803,63
"10613",1,1,4598,68,568,650,71
"10614",0,0,7555,54,442,636,73
"10615",1,0,7757,49,338,773,67
"10616",0,0,8065,73,426,648,9
"10617",1,0,6224,75,492,594,10
"10618",0,1,3804,54,171,563,71
"10619",0,1,1311,31,236,595,34
"10620",0,1,1589,57,281,507,4
"10621",0,1,4835,79,436,825,46
"10622",1,1,2191,75,633,791,55
"10623",1,0,2306,73,295,786,36
"10624",1,0,6113,56,170,655,30
"10625",1,1,6162,58,254,734,24
"10626",1,1,4869,24,320,741,19
"10627",0,1,3092,55,196,527,70
"10628",1,0,7754,74,792,715,78
"10629",1,1,3147,60,743,650,31
"10630",1,1,7540,70,286,626,16
"10631",1,0,4265,54,344,648,29
"10632",0,0,1065,51,329,743,51
"10633",0,1,4040,36,301,622,88
"10634",1,0,3051,21,365,607,16
"10635",0,0,8452,51,592,737,4
"10636",1,1,2046,34,211,828,23
"10637",0,0,3834,25,451,522,27
"10638",0,1,5021,62,668,600,81
"10639",0,1,4456,23,531,551,66
"10640",1,0,1280,58,273,627,90
"10641",0,0,6409,28,267,676,41
"10642",0,0,7841,18,160,716,61
"10643",0,1,4423,64,226,700,12
"10644",0,0,5527,71,799,716,16
"10645",1,1,7210,51,501,610,97
"10646",0,0,5778,74,593,553,11
"10647",1,0,1223,76,689,623,63
"10648",1,1,5641,78,250,595,24
"10649",1,0,6612,46,782,630,62
"10650",0,0,1064,26,148,786,61
"10651",0,1,5300,59,534,716,60
"10652",0,0,4637,23,359,676,64
"10653",1,1,7704,56,183,744,16
"10654",0,0,7437,66,367,833,15
"10655",1,0,2624,47,505,531,59
"10656",1,0,1261,65,604,784,38
"10657",1,0,6892,44,706,684,52
"10658",1,0,5399,61,291,840,9
"10659",0,1,5785,76,787,781,60
"10660",0,0,1415,70,314,543,59
"10661",0,1,3478,23,760,802,63
"10662",1,0,3658,62,216,799,51
"10663",0,0,6252,52,569,786,21
"10664",1,1,6075,44,802,755,46
"10665",1,0,3739,44,177,762,51
"10666",1,0,1688,49,756,651,66
"10667",0,0,7464,32,370,649,88
"10668",0,1,6587,20,189,715,16
"10669",1,1,4953,75,174,593,27
"10670",0,0,3454,32,774,612,76
"10671",0,0,4762,79,484,699,98
"10672",0,1,2794,51,748,771,63
"10673",0,0,6219,41,584,847,3
"10674",1,1,7691,53,341,700,17
"10675",0,1,4579,21,239,671,58
"10676",1,1,1244,68,170,560,24
"10677",1,1,6996,80,829,746,68
"10678",0,0,7240,58,476,836,61
"10679",1,1,8350,36,237,520,8
"10680",1,0,6198,64,672,577,34
"10681",1,1,5878,31,839,507,21
"10682",0,1,6350,59,685,829,35
"10683",1,0,4442,79,778,638,26
"10684",1,1,2277,72,402,674,75
"10685",0,1,3078,76,678,733,81
"10686",1,0,5933,40,410,638,63
"10687",0,1,5499,38,558,644,9
"10688",1,0,1610,61,729,704,4
"10689",1,1,1497,24,558,541,9
"10690",1,1,3816,42,327,518,67
"10691",0,0,8261,22,609,730,47
"10692",1,1,7550,40,836,639,96
"10693",1,1,1105,59,573,534,67
"10694",1,0,5604,59,283,659,28
"10695",0,0,2235,28,372,759,49
"10696",0,1,5519,29,746,549,92
"10697",1,0,8228,64,364,756,37
"10698",1,1,3782,56,785,555,59
"10699",1,0,3576,60,696,689,18
"10700",0,0,3186,53,115,807,84
"10701",1,1,2534,73,616,625,15
"10702",1,1,3143,63,408,800,89
"10703",0,0,2001,22,258,837,19
"10704",1,1,4479,68,716,642,47
"10705",0,0,7562,67,113,562,77
"10706",0,1,7543,37,531,604,50
"10707",0,0,7793,63,676,835,86
"10708",0,0,5704,66,624,703,2
"10709",1,0,3386,78,156,510,37
"10710",0,1,7423,40,211,800,27
"10711",0,1,7223,27,123,642,43
"10712",1,0,5218,37,165,605,79
"10713",1,0,8085,54,650,665,99
"10714",1,0,3780,36,764,624,76
"10715",0,1,2845,25,340,767,36
"10716",0,1,6888,41,544,665,3
"10717",0,0,4485,60,212,602,46
"10718",0,1,7355,33,236,799,12
"10719",0,1,6276,26,659,724,45
"10720",1,0,6248,37,195,628,15
"10721",1,1,6591,48,258,772,28
"10722",1,1,3308,61,442,557,35
"10723",1,1,5516,72,588,662,52
"10724",0,0,7318,37,295,803,19
"10725",0,1,7355,67,315,826,23
"10726",1,0,5029,45,651,645,63
"10727",0,1,7904,30,568,577,85
"10728",0,0,3708,67,809,688,77
"10729",0,0,7984,19,632,654,27
"10730",1,0,3862,47,395,512,42
"10731",0,1,5751,54,375,700,40
"10732",0,0,1883,25,849,569,71
"10733",1,1,1567,53,632,701,13
"10734",0,1,4448,28,755,648,63
"10735",1,0,5538,77,578,768,84
"10736",1,0,2858,40,428,821,19
"10737",1,1,1939,75,669,647,7
"10738",0,0,5286,48,638,606,80
"10739",0,0,4701,47,269,620,4
"10740",1,0,1113,68,144,766,25
"10741",1,0,6490,48,538,767,47
"10742",0,1,4678,19,125,638,55
"10743",0,0,7507,76,208,552,74
"10744",0,1,7319,58,730,687,48
"10745",0,1,2872,28,189,532,84
"10746",0,0,7655,19,346,619,69
"10747",0,1,1840,25,568,723,38
"10748",0,1,6192,27,248,581,53
"10749",1,0,2507,64,692,702,42
"10750",1,0,7493,55,435,691,51
"10751",0,0,2681,24,403,771,87
"10752",1,0,5365,52,680,612,18
"10753",1,1,1502,46,845,816,76
"10754",0,0,3727,62,167,541,81
"10755",0,0,2992,66,586,829,90
"10756",1,1,2059,72,836,644,56
"10757",1,0,4742,61,354,707,58
"10758",0,0,5396,70,422,667,49
"10759",1,1,1295,72,292,670,75
"10760",0,0,2081,49,346,819,62
"10761",1,0,3357,45,203,715,62
"10762",1,1,4641,66,579,517,59
"10763",0,0,4333,57,837,684,87
"10764",1,0,6639,76,497,817,66
"10765",1,1,4612,57,537,516,30
"10766",1,0,7260,49,767,757,6
"10767",1,0,5534,65,387,606,40
"10768",1,0,2186,73,228,673,49
"10769",0,0,6208,24,837,618,86
"10770",0,0,3612,52,335,646,81
"10771",1,1,3713,41,668,571,12
"10772",1,1,7591,55,290,710,75
"10773",1,0,3042,78,362,508,38
"10774",1,1,4217,43,217,815,87
"10775",0,0,6301,64,811,841,6
"10776",1,0,1342,52,747,562,24
"10777",0,0,5807,28,676,790,83
"10778",1,0,2367,73,409,768,64
"10779",1,1,5295,44,263,690,98
"10780",1,1,6900,19,283,580,92
"10781",0,0,5731,60,287,742,50
"10782",0,0,1929,31,617,723,49
"10783",0,0,8160,43,543,712,67
"10784",0,1,5812,46,842,726,63
"10785",0,0,5246,21,469,575,29
"10786",1,1,5386,65,203,670,83
"10787",0,1,3981,49,284,512,93
"10788",0,1,2859,32,834,841,38
"10789",1,0,1547,64,414,503,86
"10790",0,0,1296,58,842,645,49
