,const,x1,x2,x3,x4,x5,x6,PD,Default,y
13041,1.0,0,4969,20,212,704,98,0.18419746569627252,0,0
13042,1.0,0,4668,60,125,803,44,0.43689214320316605,0,1
13043,1.0,1,7742,25,451,626,63,0.379369595572846,0,0
13044,1.0,0,3843,63,109,705,83,0.5443625296343464,1,1
13045,1.0,0,3468,26,278,567,26,0.3069226650481382,0,1
13046,1.0,1,6995,58,118,741,48,0.6032296313428337,1,1
13047,1.0,0,3239,70,422,846,64,0.49902613240907095,0,0
13048,1.0,0,6600,76,580,557,3,0.7610903350607322,1,1
13049,1.0,0,7006,25,611,562,54,0.3021073244820526,0,1
13050,1.0,0,2272,36,779,724,82,0.2826480109418614,0,0
13051,1.0,0,6388,31,367,628,3,0.30647264970675314,0,0
13052,1.0,1,1609,50,208,609,13,0.6301783854012056,1,1
13053,1.0,1,1615,53,315,641,19,0.6333253477074176,1,0
13054,1.0,1,4204,76,232,834,88,0.693930584138002,1,0
13055,1.0,1,2456,71,812,524,22,0.8350216758607993,1,1
13056,1.0,0,4107,36,783,823,68,0.2227311034762643,0,1
13057,1.0,0,5938,49,705,760,8,0.3676073522399364,0,0
13058,1.0,1,6423,47,350,544,64,0.6514927621885855,1,0
13059,1.0,0,3565,56,156,816,40,0.3891501336959973,0,0
13060,1.0,1,5482,40,780,829,90,0.36287471243282654,0,1
13061,1.0,1,3263,32,262,624,31,0.44669210615785593,0,0
13062,1.0,0,5087,58,519,704,86,0.4967575970880945,0,0
13063,1.0,0,5668,71,456,655,15,0.6568576491010012,1,1
13064,1.0,0,2552,77,162,506,42,0.7960100313568772,1,1
13065,1.0,1,5859,76,522,794,63,0.7205576541218207,1,1
13066,1.0,0,1460,51,143,572,3,0.5349163326063872,1,1
13067,1.0,1,2217,42,575,788,33,0.4125628444930975,0,1
13068,1.0,0,5329,24,638,632,73,0.2495009994934996,0,1
13069,1.0,0,3792,30,275,631,84,0.29626797609871486,0,0
13070,1.0,1,3257,73,137,693,92,0.7605426822914165,1,1
13071,1.0,0,4672,72,421,551,95,0.7354949565926481,1,0
13072,1.0,1,4310,52,497,786,75,0.510313971296086,1,0
13073,1.0,1,7194,37,784,508,30,0.5873935443194622,1,0
13074,1.0,1,1774,62,125,616,24,0.7263765803703945,1,0
13075,1.0,1,7104,44,662,552,9,0.6185529389307844,1,1
13076,1.0,1,3674,72,105,719,59,0.7375360093197384,1,1
13077,1.0,1,6766,19,274,743,9,0.2494573904970021,0,0
13078,1.0,1,1274,34,345,620,89,0.46915513797205705,0,1
13079,1.0,1,7253,27,754,607,97,0.41254240865031094,0,1
13080,1.0,1,5040,37,783,564,32,0.5431582295375765,1,0
13081,1.0,0,1354,59,714,568,63,0.6138031748313131,1,0
13082,1.0,1,1485,63,101,838,26,0.5746921809127878,1,0
13083,1.0,1,2016,51,686,636,49,0.6189163446347729,1,0
13084,1.0,0,5106,73,140,771,73,0.587544193660048,1,1
13085,1.0,0,6762,36,715,830,40,0.21885723972700238,0,0
13086,1.0,0,1413,30,735,536,42,0.36365312122279875,0,1
13087,1.0,0,4507,28,316,554,3,0.3329025319933108,0,0
13088,1.0,1,1504,47,241,534,27,0.6587603164978837,1,1
13089,1.0,1,1737,30,256,633,16,0.4205203969149313,0,0
13090,1.0,0,3590,28,618,532,51,0.3487999761446486,0,1
13091,1.0,0,7840,55,289,715,4,0.45888887538684814,0,0
13092,1.0,1,5841,20,563,636,99,0.3277241099566464,0,1
13093,1.0,1,5471,25,224,594,47,0.40388840298181744,0,0
13094,1.0,1,2235,30,241,807,5,0.29310535969796936,0,0
13095,1.0,1,1912,24,694,689,59,0.3243832967213138,0,1
13096,1.0,1,5169,41,261,606,43,0.5481612871926572,1,1
13097,1.0,1,4856,23,101,563,41,0.40921480573276725,0,1
13098,1.0,0,1861,62,143,683,58,0.5522745915781081,1,1
13099,1.0,0,5507,73,832,837,45,0.535320532829698,1,0
13100,1.0,0,4578,39,461,811,60,0.2507234496425963,0,0
13101,1.0,0,1566,40,126,841,21,0.24004391250429166,0,0
13102,1.0,1,1954,31,587,769,82,0.3275487673833581,0,0
13103,1.0,1,3540,71,422,670,72,0.7598760665926196,1,1
13104,1.0,1,3754,50,146,724,54,0.5406743087350268,1,0
13105,1.0,0,8401,62,840,803,18,0.45607774527892053,0,0
13106,1.0,1,7576,80,678,603,54,0.8477303395455954,1,1
13107,1.0,0,3526,62,286,645,9,0.5822705460900991,1,1
13108,1.0,0,6572,68,835,672,52,0.6173167744406937,1,1
13109,1.0,1,5568,19,839,703,3,0.27431501617888554,0,0
13110,1.0,0,4451,32,625,597,52,0.3366804804039917,0,0
13111,1.0,1,5425,78,515,655,40,0.8133608066172336,1,1
13112,1.0,1,3763,68,317,832,9,0.6258435241749539,1,0
13113,1.0,1,6609,41,205,806,82,0.3893363083063286,0,0
13114,1.0,0,1919,20,164,805,37,0.14026939374547973,0,0
13115,1.0,1,7673,77,411,821,81,0.7107847603310113,1,1
13116,1.0,0,6285,20,598,773,57,0.15314831611046623,0,1
13117,1.0,1,3412,46,544,848,39,0.4034522197753567,0,0
13118,1.0,0,2068,67,354,673,62,0.6073381970184614,1,1
13119,1.0,1,1745,74,798,618,92,0.80779303185449,1,1
13120,1.0,0,2133,77,528,809,46,0.5955289991315146,1,1
13121,1.0,0,7127,19,301,554,3,0.260287557779899,0,0
13122,1.0,0,4788,63,150,503,31,0.6958680879770262,1,1
13123,1.0,1,1025,76,140,581,42,0.8364973490281548,1,1
13124,1.0,1,4118,62,691,681,37,0.6829209460589957,1,0
13125,1.0,0,5790,33,411,583,92,0.35565634835811916,0,0
13126,1.0,1,4616,71,488,567,55,0.8150741189488915,1,1
13127,1.0,0,1549,34,832,627,49,0.3324815354323577,0,0
13128,1.0,1,7538,47,737,745,29,0.494761043389645,0,1
13129,1.0,0,2200,45,568,702,40,0.3749103817323868,0,0
13130,1.0,1,2661,40,742,761,98,0.4147967308600986,0,1
13131,1.0,0,1515,48,715,775,78,0.34760872034918305,0,1
13132,1.0,0,5741,69,106,539,92,0.7200725472767514,1,0
13133,1.0,0,4066,26,508,665,46,0.2442006184163216,0,1
13134,1.0,1,5182,52,666,574,79,0.6733134258534353,1,1
13135,1.0,1,2665,37,330,593,85,0.5199339896260173,1,1
13136,1.0,1,7719,33,203,775,75,0.3405259574715834,0,0
13137,1.0,0,3814,75,827,771,21,0.6062232519073942,1,0
13138,1.0,1,1311,28,258,744,66,0.31965952096065603,0,0
13139,1.0,1,8132,34,347,824,85,0.3143736814574696,0,0
13140,1.0,1,3526,66,250,807,10,0.6264934735102801,1,0
13141,1.0,0,6669,21,177,578,35,0.26037231058678156,0,0
13142,1.0,1,4293,37,179,695,56,0.438234881006439,0,0
13143,1.0,0,4501,73,357,738,80,0.6130081699130728,1,1
13144,1.0,1,4590,66,734,578,24,0.777963074363886,1,0
13145,1.0,0,4927,68,627,522,46,0.7232589531803473,1,1
13146,1.0,0,4382,52,806,568,44,0.5477492607520045,1,0
13147,1.0,1,2905,37,446,691,87,0.44140500590333576,0,0
13148,1.0,0,5127,36,120,574,45,0.38963328810220693,0,0
13149,1.0,1,5611,25,111,513,39,0.46786095047705256,0,1
13150,1.0,1,6829,76,768,694,87,0.7805549034084291,1,1
13151,1.0,0,3147,56,174,553,86,0.5975135436547461,1,1
13152,1.0,0,6131,30,792,734,19,0.23210608772580957,0,0
13153,1.0,1,3060,67,727,802,21,0.6392493174150695,1,1
13154,1.0,1,1015,58,588,624,47,0.6889678495081996,1,1
13155,1.0,0,5161,26,150,690,10,0.2296649093939847,0,0
13156,1.0,1,1726,27,381,654,42,0.3764481431431541,0,0
13157,1.0,0,7033,47,199,679,79,0.4110609269155018,0,0
13158,1.0,1,5396,36,617,568,82,0.5303067369797975,1,1
13159,1.0,1,4765,52,239,633,84,0.6302809559891258,1,0
13160,1.0,0,1579,46,841,615,97,0.4520153576291666,0,0
13161,1.0,0,6786,36,706,686,76,0.3080762731912224,0,1
13162,1.0,0,2442,32,217,545,66,0.3749937724223074,0,0
13163,1.0,0,2780,50,789,850,60,0.31148618309680576,0,1
13164,1.0,1,7202,69,462,777,14,0.6748420608238936,1,0
13165,1.0,0,8251,63,264,544,14,0.6672586788172468,1,1
13166,1.0,0,2447,40,281,781,46,0.27699140509526443,0,0
13167,1.0,1,3267,49,755,529,2,0.6795054806195719,1,1
13168,1.0,1,8391,76,747,740,89,0.7541617681197653,1,1
13169,1.0,0,1142,45,524,773,25,0.3230924390263001,0,0
13170,1.0,0,2058,52,254,712,84,0.432507203219051,0,0
13171,1.0,0,7347,18,378,513,95,0.278601500334744,0,0
13172,1.0,1,1150,65,427,833,58,0.5974248826936462,1,0
13173,1.0,1,6703,78,150,765,78,0.7536466192808404,1,1
13174,1.0,0,7296,70,555,806,43,0.5311530816410663,1,0
13175,1.0,1,1749,50,124,726,15,0.5390761717171596,1,0
13176,1.0,0,7901,78,204,725,2,0.6672774002495916,1,1
13177,1.0,1,3869,62,104,586,50,0.745132428828426,1,1
13178,1.0,0,2050,69,190,579,98,0.693418920501983,1,0
13179,1.0,0,3157,50,198,663,7,0.45223341051153526,0,1
13180,1.0,1,4477,35,609,721,90,0.39900666398857965,0,1
13181,1.0,1,5132,22,281,773,53,0.25321324487251906,0,0
13182,1.0,0,6699,75,688,682,34,0.6721121707154001,1,1
13183,1.0,0,7442,33,118,550,95,0.3803377319981302,0,0
13184,1.0,1,4887,73,789,618,58,0.8016934484114201,1,0
13185,1.0,0,6163,35,440,824,26,0.21553836158692105,0,0
13186,1.0,1,3490,32,834,648,51,0.4276986774277943,0,0
13187,1.0,1,7853,64,736,523,23,0.794638267315594,1,1
13188,1.0,0,7897,43,152,622,12,0.4178730303788209,0,1
13189,1.0,0,1490,27,385,504,44,0.36052861918274093,0,1
13190,1.0,1,1965,48,787,626,81,0.5988452268322008,1,1
13191,1.0,1,7955,22,183,720,89,0.28678283765654405,0,0
13192,1.0,1,1236,61,193,736,37,0.6344804291222893,1,0
13193,1.0,1,3348,36,532,707,41,0.4192749428941407,0,1
13194,1.0,0,7415,35,812,845,53,0.2043361743223943,0,0
13195,1.0,0,2061,40,493,698,75,0.3334892656713314,0,1
13196,1.0,0,3734,61,181,821,56,0.4322038341728926,0,0
13197,1.0,0,6799,27,197,799,96,0.17916608513883772,0,0
13198,1.0,0,4185,38,380,817,44,0.2399636299020029,0,1
13199,1.0,0,6058,69,116,530,18,0.7258707217966857,1,1
13200,1.0,1,3749,65,405,843,54,0.5896647128342116,1,1
13201,1.0,1,7074,25,678,512,91,0.46866189389715346,0,0
13202,1.0,0,1058,56,386,809,60,0.3945159037751239,0,0
13203,1.0,1,5185,70,202,725,7,0.7183433345710661,1,0
13204,1.0,1,7490,53,319,737,54,0.5591474355285879,1,0
13205,1.0,1,4126,36,816,736,60,0.39674748230342327,0,0
13206,1.0,1,3102,40,435,673,36,0.48473027078934483,0,0
13207,1.0,1,7674,41,479,644,79,0.5177446245264595,1,1
13208,1.0,0,2992,77,540,694,15,0.6806574136933131,1,0
13209,1.0,0,6462,58,849,502,61,0.6540321877076063,1,1
13210,1.0,0,8278,43,221,794,57,0.29218626105515255,0,0
13211,1.0,0,4090,30,195,655,22,0.28042894020042086,0,1
13212,1.0,0,1864,45,264,566,97,0.4815753577531027,0,1
13213,1.0,1,4629,57,675,618,36,0.684769428720971,1,1
13214,1.0,0,7499,73,275,591,91,0.7176500578039716,1,1
13215,1.0,1,5559,52,228,518,84,0.7116368086357928,1,0
13216,1.0,1,2775,78,173,584,90,0.8455851078889454,1,1
13217,1.0,0,6352,45,443,579,97,0.47114471882903397,0,0
13218,1.0,1,4693,53,424,764,64,0.5376413525278214,1,1
13219,1.0,1,1397,67,138,667,5,0.7323085206053019,1,0
13220,1.0,1,2264,37,771,567,74,0.5407626734069232,1,0
13221,1.0,0,7404,80,593,700,86,0.7013965405323485,1,0
13222,1.0,0,3820,56,226,522,48,0.6212446093855755,1,0
13223,1.0,1,4603,64,768,813,80,0.6035456231605469,1,1
13224,1.0,0,1590,41,823,649,96,0.3784800570248188,0,0
13225,1.0,0,6439,64,359,754,45,0.5147754008686161,1,0
13226,1.0,1,2203,68,472,797,71,0.6518116417745405,1,1
13227,1.0,0,3962,25,370,784,47,0.17488439762839883,0,0
13228,1.0,0,8400,52,706,742,62,0.40899267934847744,0,1
13229,1.0,0,8399,62,812,727,7,0.5170755774424757,1,1
13230,1.0,1,5848,54,493,766,82,0.5456818156712943,1,0
13231,1.0,1,2816,21,644,775,91,0.24475175436850508,0,1
13232,1.0,0,6836,76,675,741,63,0.6380215019507572,1,1
13233,1.0,0,6042,66,822,822,44,0.4795171158684905,0,1
13234,1.0,0,1691,79,716,734,38,0.6694651523512306,1,0
13235,1.0,1,6554,61,794,586,23,0.7376900593713991,1,1
13236,1.0,0,4503,65,711,616,20,0.6322424945833328,1,0
13237,1.0,0,4515,35,811,570,23,0.3834789136214228,0,0
13238,1.0,0,1883,42,216,525,2,0.4854270069103553,0,0
13239,1.0,0,8188,68,759,619,75,0.6567088248360842,1,1
13240,1.0,1,8316,67,526,674,78,0.7278713989377763,1,1
13241,1.0,0,8381,42,811,761,79,0.3063034968184948,0,0
13242,1.0,1,2298,66,185,741,44,0.6746971736889147,1,0
13243,1.0,1,5455,64,593,734,84,0.6624838430995166,1,0
13244,1.0,1,5180,47,150,772,87,0.47307395977739064,0,0
13245,1.0,1,5613,48,154,849,51,0.42148599380250934,0,1
13246,1.0,1,2643,80,558,582,6,0.8562468365270007,1,1
13247,1.0,1,1795,27,833,524,10,0.4783944664813835,0,0
13248,1.0,1,4425,50,265,842,93,0.4460811619645763,0,1
13249,1.0,0,8380,42,117,644,94,0.3914788832391864,0,0
13250,1.0,0,3664,54,316,776,52,0.40134637007000207,0,1
13251,1.0,0,6084,78,643,754,11,0.6462535274088921,1,1
13252,1.0,1,4310,66,686,665,61,0.7259119561872508,1,1
13253,1.0,0,6467,78,821,680,38,0.69860206442837,1,0
13254,1.0,0,6726,55,626,557,39,0.5850229017613113,1,1
13255,1.0,1,4783,59,821,594,72,0.7172013155805789,1,1
13256,1.0,0,1734,53,351,573,29,0.5533753746712129,1,0
13257,1.0,0,4485,45,587,789,70,0.3119402489471877,0,1
13258,1.0,1,7873,64,402,711,75,0.6788229274128623,1,0
13259,1.0,1,5867,57,549,801,49,0.5466427906013982,1,1
13260,1.0,0,7089,35,349,616,89,0.3491499631525964,0,0
13261,1.0,0,6992,63,836,699,55,0.5491454057176136,1,0
13262,1.0,0,4969,18,295,669,70,0.1895064970034358,0,0
13263,1.0,1,1248,35,591,648,76,0.4564148971055382,0,0
13264,1.0,0,1493,23,140,568,72,0.28206829763324714,0,0
13265,1.0,0,8177,46,616,663,23,0.41412601299831026,0,0
13266,1.0,0,3084,70,486,612,79,0.6789216782375002,1,1
13267,1.0,1,4874,42,592,729,22,0.4591926396903496,0,1
13268,1.0,0,2586,28,172,704,24,0.23548457786803245,0,1
13269,1.0,1,5730,65,514,587,67,0.7660363461706241,1,0
13270,1.0,1,1265,67,427,720,96,0.6975967424918867,1,0
13271,1.0,0,4606,28,173,720,23,0.22634519414503387,0,0
13272,1.0,1,7734,53,826,745,93,0.5527946730673177,1,0
13273,1.0,1,6709,30,147,774,81,0.31557186382955893,0,1
13274,1.0,1,5657,35,113,787,57,0.34934711144939934,0,1
13275,1.0,0,3837,56,222,754,84,0.4374670359196043,0,1
13276,1.0,1,2714,34,303,751,84,0.36704178793835873,0,0
13277,1.0,0,3839,69,849,596,21,0.6816722717186707,1,0
13278,1.0,0,6685,58,768,742,48,0.46624996076558556,0,1
13279,1.0,0,2826,33,547,504,66,0.41577422355220267,0,1
13280,1.0,1,3673,46,448,672,39,0.543649656930352,1,0
13281,1.0,0,1524,80,235,560,33,0.7865577659605327,1,1
13282,1.0,0,1630,21,702,828,50,0.13608222480847412,0,0
13283,1.0,0,6936,60,739,513,80,0.6635307712257326,1,1
13284,1.0,1,5357,61,667,638,43,0.7040641404611665,1,1
13285,1.0,0,3731,63,414,644,34,0.5924586899517538,1,1
13286,1.0,0,3362,33,351,694,16,0.27861844804472546,0,1
13287,1.0,0,4782,44,622,711,23,0.3591674366102314,0,0
13288,1.0,1,6586,42,567,553,79,0.599300691727319,1,1
13289,1.0,1,1719,20,454,569,57,0.3768416970782743,0,1
13290,1.0,0,2601,62,841,622,81,0.6001490369146526,1,1
13291,1.0,0,1221,21,457,720,33,0.182304620965069,0,0
13292,1.0,0,2146,52,541,505,64,0.5973018254440954,1,0
13293,1.0,0,5318,47,294,679,81,0.4110609269155018,0,0
13294,1.0,1,4550,23,178,754,67,0.2725726794408351,0,0
13295,1.0,1,6102,22,241,507,70,0.44376493856427535,0,0
13296,1.0,1,8133,19,598,619,29,0.331228700497967,0,0
13297,1.0,0,4628,37,187,715,56,0.29658925947031145,0,0
13298,1.0,1,2375,58,811,501,8,0.7669121466357814,1,1
13299,1.0,1,6467,72,157,544,91,0.831476772092201,1,1
13300,1.0,1,2810,51,135,631,49,0.6227025003724864,1,0
13301,1.0,0,5921,38,225,525,84,0.44680406554226265,0,0
13302,1.0,1,7144,32,817,606,42,0.4610431638707391,0,0
13303,1.0,0,7660,75,398,541,29,0.763382340398498,1,0
13304,1.0,0,3611,20,215,613,30,0.23228722696458312,0,0
13305,1.0,1,1903,58,559,638,33,0.6792362256394568,1,1
13306,1.0,1,4219,27,701,547,71,0.45997062555013446,0,0
13307,1.0,0,7834,20,795,543,30,0.274826785336102,0,1
13308,1.0,0,2664,79,804,535,9,0.7934580990108049,1,1
13309,1.0,0,2491,62,655,549,54,0.6549586507381574,1,1
13310,1.0,0,3359,20,740,806,69,0.13988192376578854,0,0
13311,1.0,1,5815,62,243,693,18,0.6745039388503871,1,1
13312,1.0,0,1528,32,374,703,16,0.2652034403565633,0,0
13313,1.0,1,8281,36,284,839,10,0.3207429410778177,0,0
13314,1.0,1,2003,62,142,753,81,0.6307936323326291,1,1
13315,1.0,1,2745,69,742,824,4,0.6408329166818473,1,1
13316,1.0,0,4333,21,176,620,40,0.23520735331733694,0,0
13317,1.0,1,7829,24,765,801,63,0.2508705971698451,0,0
13318,1.0,1,3778,69,213,739,20,0.7010711105582179,1,1
13319,1.0,1,2085,69,497,777,19,0.6748420608238936,1,1
13320,1.0,0,3714,67,594,505,71,0.7264228686697032,1,0
13321,1.0,0,1097,35,232,793,79,0.2328764244394905,0,0
13322,1.0,0,6663,44,354,685,95,0.3786353729893548,0,0
13323,1.0,0,2756,40,839,731,44,0.31032553303427834,0,1
13324,1.0,0,6124,39,500,627,37,0.3768645129744874,0,0
13325,1.0,0,4597,41,264,620,58,0.40065917916410204,0,1
13326,1.0,1,8440,30,829,816,76,0.2871430759034748,0,1
13327,1.0,0,5214,59,335,702,66,0.508070443366223,1,1
13328,1.0,0,8175,74,295,564,44,0.7424052421068585,1,1
13329,1.0,0,3700,47,284,569,66,0.49856491333949604,0,0
13330,1.0,1,4332,72,762,743,57,0.7223200960673205,1,1
13331,1.0,0,7955,48,139,712,40,0.39486379730274135,0,0
13332,1.0,0,5928,42,429,514,86,0.49426915251104786,0,0
13333,1.0,1,3248,66,709,581,99,0.7762916606350888,1,1
13334,1.0,0,1623,32,534,676,24,0.28246956073188634,0,1
13335,1.0,1,7842,22,578,590,99,0.3792141622371402,0,1
13336,1.0,0,1853,37,825,515,68,0.4451600962133556,0,1
13337,1.0,0,3213,40,357,593,99,0.4122459804182041,0,1
13338,1.0,0,3268,21,476,791,94,0.1506900551980545,0,0
13339,1.0,1,2834,33,659,780,86,0.3369233954216043,0,1
13340,1.0,0,1503,60,458,583,90,0.6115653869407686,1,0
13341,1.0,0,1509,78,293,774,52,0.6314114413955082,1,1
13342,1.0,0,1032,74,654,724,72,0.6327028951009324,1,1
13343,1.0,0,5537,35,442,781,77,0.23984324045218533,0,0
13344,1.0,0,8324,74,548,787,13,0.5844760449810732,1,1
13345,1.0,1,7577,63,298,648,6,0.7134503772915335,1,1
13346,1.0,1,6030,60,325,615,75,0.7113378958670492,1,1
13347,1.0,0,8394,24,516,572,64,0.2873537223178973,0,0
13348,1.0,0,7963,28,783,561,84,0.3279209126240814,0,0
13349,1.0,1,6663,68,321,657,84,0.7459931223846836,1,1
13350,1.0,0,4244,43,358,841,41,0.2619271581535513,0,0
13351,1.0,0,1712,73,143,817,58,0.551282176132394,1,1
13352,1.0,1,5430,58,700,562,22,0.730022343254931,1,1
13353,1.0,1,5852,69,318,536,82,0.818378628937974,1,1
13354,1.0,0,7023,76,113,743,48,0.6365343759230729,1,1
13355,1.0,0,3110,77,708,767,74,0.6276089904776745,1,1
13356,1.0,0,4692,47,720,629,48,0.45047677759391713,0,1
13357,1.0,1,3530,68,538,535,77,0.8130264980859045,1,1
13358,1.0,1,6519,46,701,730,51,0.4971184177169231,0,0
13359,1.0,1,1477,46,561,538,22,0.6470476331547041,1,0
13360,1.0,1,4179,36,447,640,6,0.47247056045769564,0,0
13361,1.0,1,1875,70,148,823,30,0.6504502014804703,1,0
13362,1.0,0,1438,71,731,580,22,0.7090092572787288,1,1
13363,1.0,1,2725,31,388,658,38,0.4104186496056315,0,0
13364,1.0,1,4975,19,472,540,89,0.3897148593456829,0,0
13365,1.0,1,5037,35,475,526,92,0.5542006246426171,1,0
13366,1.0,1,6082,60,324,639,84,0.6952307952384631,1,1
13367,1.0,0,1827,26,165,620,90,0.27189431414355236,0,1
13368,1.0,0,3009,43,613,743,78,0.3272309363789632,0,1
13369,1.0,0,7809,78,298,694,90,0.6890358245350251,1,1
13370,1.0,1,3297,38,817,658,28,0.4773932539192125,0,1
13371,1.0,1,5594,19,690,707,85,0.27176109312244945,0,0
13372,1.0,1,4180,73,407,502,48,0.8544643331330808,1,1
13373,1.0,0,3789,65,687,809,26,0.4802650702651351,0,1
13374,1.0,0,7644,63,153,770,52,0.4922081670801523,0,0
13375,1.0,0,4889,40,417,650,91,0.36864312176200964,0,1
13376,1.0,1,4064,47,623,541,55,0.6536806256853066,1,1
13377,1.0,1,4756,46,473,791,43,0.4482491581906127,0,0
13378,1.0,0,4195,50,457,524,70,0.5635237321264653,1,0
13379,1.0,0,2814,75,202,695,45,0.662831078083368,1,1
13380,1.0,1,2345,56,142,521,75,0.7405790415705451,1,1
13381,1.0,1,8496,60,400,691,89,0.6586803257094316,1,1
13382,1.0,0,1294,73,771,752,21,0.6022718959193587,1,1
13383,1.0,0,5849,48,534,537,39,0.5339516929623807,1,1
13384,1.0,0,1501,60,186,803,63,0.43689214320316605,0,1
13385,1.0,1,5149,67,746,521,57,0.8139691880414505,1,1
13386,1.0,0,6053,59,817,710,63,0.5016376670165645,1,0
13387,1.0,1,3383,27,274,847,44,0.24499591467924345,0,0
13388,1.0,0,4364,73,149,607,78,0.7071054299062354,1,0
13389,1.0,1,8262,61,550,823,99,0.5674931735247543,1,1
13390,1.0,0,6190,58,151,513,72,0.6459826519673567,1,0
13391,1.0,0,3880,52,705,763,90,0.3927701992830931,0,1
13392,1.0,0,5188,20,457,736,16,0.16922925959802113,0,0
13393,1.0,1,1875,71,830,599,51,0.7990533729308538,1,1
13394,1.0,1,7664,71,209,838,55,0.6483030906093351,1,1
13395,1.0,1,1151,75,464,775,31,0.725025112328107,1,1
13396,1.0,0,6622,41,847,780,21,0.2854885707108068,0,1
13397,1.0,0,1174,60,318,588,32,0.6077378726677575,1,1
13398,1.0,0,5247,32,110,557,47,0.36599132099664694,0,0
13399,1.0,1,2460,68,594,529,37,0.8159427301590132,1,1
13400,1.0,1,7490,46,335,695,6,0.5252433429692162,1,1
13401,1.0,0,7453,50,525,509,8,0.57535323199675,1,1
13402,1.0,1,6711,39,848,837,38,0.34808590931899874,0,0
13403,1.0,1,2466,55,171,708,62,0.600759290727498,1,0
13404,1.0,0,3164,69,722,530,6,0.7258707217966857,1,1
13405,1.0,0,4464,47,449,814,83,0.3113446100485507,0,0
13406,1.0,0,5621,36,204,717,67,0.2872358053073112,0,1
13407,1.0,1,7338,24,803,751,81,0.28228857854058637,0,0
13408,1.0,0,2606,45,159,698,3,0.3779306025391089,0,1
13409,1.0,0,1598,57,125,704,7,0.48705522012960073,0,0
13410,1.0,1,3629,47,567,615,2,0.5980193244033654,1,1
13411,1.0,0,7759,56,265,730,14,0.4565482041191564,0,0
13412,1.0,0,7162,41,668,506,36,0.49099812096387485,0,1
13413,1.0,0,1886,23,724,828,65,0.1454706500873517,0,0
13414,1.0,1,3616,70,248,663,89,0.7568886207886942,1,1
13415,1.0,1,7688,41,126,535,77,0.6038738300977351,1,1
13416,1.0,1,4385,46,319,560,91,0.6307227384560891,1,1
13417,1.0,1,4746,42,611,500,45,0.6394641502465789,1,1
13418,1.0,1,2022,27,237,718,79,0.32948334950703684,0,0
13419,1.0,0,5610,37,496,777,100,0.2567307696808264,0,1
13420,1.0,0,5890,48,729,517,18,0.5499208233578282,1,0
13421,1.0,0,5916,21,377,760,24,0.16390157149990323,0,0
13422,1.0,1,5957,54,751,555,57,0.7030719731276247,1,1
13423,1.0,0,3190,75,117,588,76,0.7349973056302044,1,0
13424,1.0,0,2646,43,221,779,89,0.3022643240983247,0,0
13425,1.0,1,2570,37,145,622,18,0.49662327839425846,0,0
13426,1.0,0,3139,65,739,569,50,0.6666419206587978,1,0
13427,1.0,0,6841,51,195,572,26,0.5349163326063872,1,0
13428,1.0,0,5826,19,639,732,99,0.16561163394606512,0,0
13429,1.0,1,5897,55,242,577,60,0.6963596247492371,1,1
13430,1.0,1,5176,60,619,565,96,0.7432114346232677,1,0
13431,1.0,0,5413,78,761,689,59,0.6924714814887984,1,1
13432,1.0,0,5030,26,159,774,49,0.18536548813392062,0,0
13433,1.0,1,5328,79,189,846,76,0.7102136424859721,1,1
13434,1.0,1,5551,76,364,568,58,0.8421365441588144,1,1
13435,1.0,0,1053,40,569,596,88,0.409909739189524,0,1
13436,1.0,1,8192,27,170,629,68,0.39550421919725937,0,1
13437,1.0,1,2610,29,272,565,14,0.46487785147427363,0,0
13438,1.0,0,6155,19,468,595,23,0.2357071878029556,0,0
13439,1.0,0,2265,63,290,778,75,0.4857779022065685,0,0
13440,1.0,1,1225,66,138,544,67,0.7962799992135453,1,1
13441,1.0,0,5877,62,515,618,84,0.6032327032079712,1,1
13442,1.0,1,2169,24,537,744,96,0.28687287188261634,0,1
13443,1.0,0,5054,55,224,590,54,0.5590421011249492,1,0
13444,1.0,0,2031,52,201,740,39,0.4105486687189483,0,1
13445,1.0,1,3031,71,353,578,46,0.8096811735851361,1,1
13446,1.0,1,4400,78,703,680,88,0.800844219166234,1,1
13447,1.0,1,2600,74,169,669,29,0.7810301328708381,1,0
13448,1.0,1,1113,56,778,738,74,0.5868476053307404,1,1
13449,1.0,0,2532,51,746,585,48,0.5244992311945911,1,1
13450,1.0,0,5195,26,678,814,3,0.1667164517648338,0,0
13451,1.0,0,5477,64,440,596,75,0.6381544929849101,1,1
13452,1.0,0,8413,59,472,587,50,0.5992183249806632,1,1
13453,1.0,1,4441,33,257,696,32,0.3996726786723008,0,0
13454,1.0,0,5562,26,120,818,13,0.16493660647387204,0,1
13455,1.0,1,1885,54,552,527,27,0.7215248698873999,1,0
13456,1.0,0,5574,75,344,821,64,0.5672469278601752,1,1
13457,1.0,0,6367,63,293,734,8,0.521145537761056,1,0
13458,1.0,1,1109,51,541,649,4,0.6090054592031496,1,1
13459,1.0,1,7565,57,461,633,16,0.6742623118106161,1,1
13460,1.0,0,6701,26,230,520,25,0.3399854186036033,0,1
13461,1.0,1,1915,77,188,658,98,0.8058906487423186,1,1
13462,1.0,0,1196,62,657,780,95,0.4744826603918985,0,1
13463,1.0,1,1379,56,691,652,27,0.6519423302178421,1,1
13464,1.0,0,8017,66,451,620,75,0.6382561212571948,1,1
